dataset,method,metric,mean,ci_lo,ci_hi,std,n
A,SDV-GaussianCopula,privacy_adv_primary,0.035774664896,0.035774664896,0.035774664896,0.000000000000,3
A,SDV-TVAE,utility_main,0.500000000000,0.500000000000,0.500000000000,0.000000000000,3
A,SDV-TVAE,tstr_f1macro,0.272000000000,0.272000000000,0.272000000000,0.000000000000,3
A,SDV-TVAE,privacy_main,0.035326852635,0.033374592441,0.036952058930,0.001811018998,3
A,SDV-TVAE,pearson_mad,0.385853563300,0.376769567426,0.396725997638,0.010097705720,3
A,SDV-TVAE,mia_auc,0.000000000000,0.000000000000,0.000000000000,0.000000000000,3
A,SDV-TVAE,knn_mia_auc,0.535326852635,0.533374592441,0.536952058930,0.001811018998,3
A,SDV-TVAE,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,3
A,SDV-TVAE,knn_mia_adv_fix,0.035326852635,0.033374592441,0.036952058930,0.001811018998,3
A,SDV-TVAE,privacy_adv_primary,0.035326852635,0.033374592441,0.036952058930,0.001811018998,3
B,DP-Diffusion,utility_main,0.500000000000,0.500000000000,0.500000000000,0.000000000000,3
B,DP-Diffusion,tstr_f1macro,0.331941544885,0.331941544885,0.331941544885,0.000000000000,3
B,DP-Diffusion,privacy_main,0.004737007576,0.001517687849,0.006924930028,0.002847350040,3
B,DP-Diffusion,pearson_mad,0.028261918733,0.027550115223,0.028703047493,0.000622303640,3
B,DP-Diffusion,mia_auc,0.499719452058,,,,1
B,DP-Diffusion,knn_mia_auc,0.499879612443,0.494231595149,0.506924930028,0.006461000206,3
B,DP-Diffusion,mia_adv_fix,0.000280547942,,,,1
B,DP-Diffusion,knn_mia_adv_fix,0.004737007576,0.001517687849,0.006924930028,0.002847350040,3
B,DP-Diffusion,privacy_adv_primary,0.004737007576,0.001517687849,0.006924930028,0.002847350040,3
B,DP-Diffusion+DP-CR,utility_main,0.496494003672,0.489950779327,0.502721460474,0.009176386230,6
B,DP-Diffusion+DP-CR,tstr_f1macro,0.406428652779,0.354755605893,0.460685660745,0.081881703160,6
B,DP-Diffusion+DP-CR,privacy_main,0.002288751701,0.001270692144,0.003589146135,0.001616441979,6
B,DP-Diffusion+DP-CR,pearson_mad,0.027521310684,0.026885715756,0.028181627304,0.000909216647,6
B,DP-Diffusion+DP-CR,mia_auc,0.500371330781,0.498981580538,0.501761081024,0.001931708531,6
B,DP-Diffusion+DP-CR,knn_mia_auc,0.499769732835,0.497369826228,0.501730744838,0.002972426336,6
B,DP-Diffusion+DP-CR,mia_adv_fix,0.001483266224,0.000649483702,0.002317048745,0.001121100923,6
B,DP-Diffusion+DP-CR,knn_mia_adv_fix,0.002288751701,0.001270692144,0.003589146135,0.001616441979,6
B,DP-Diffusion+DP-CR,privacy_adv_primary,0.002288751701,0.001270692144,0.003589146135,0.001616441979,6
B,SDV-CTGAN,utility_main,0.495956873315,0.488034688855,0.504945505684,0.010146340256,5
B,SDV-CTGAN,tstr_f1macro,0.415623971900,0.371298562019,0.452283177404,0.051563699739,5
B,SDV-CTGAN,privacy_main,0.002422033890,0.001362162874,0.003826583285,0.001623675226,5
B,SDV-CTGAN,pearson_mad,0.038968147145,0.037487534921,0.040560592531,0.001902718702,5
B,SDV-CTGAN,mia_auc,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2
B,SDV-CTGAN,knn_mia_auc,0.502422033890,0.501362162874,0.503826583285,0.001623675226,5
B,SDV-CTGAN,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,2
B,SDV-CTGAN,knn_mia_adv_fix,0.002422033890,0.001362162874,0.003826583285,0.001623675226,5
B,SDV-CTGAN,privacy_adv_primary,0.002422033890,0.001362162874,0.003826583285,0.001623675226,5
B,SDV-GaussianCopula,utility_main,0.457967108090,0.457967108090,0.457967108090,0.000000000000,5
B,SDV-GaussianCopula,tstr_f1macro,0.429695789680,0.429695789680,0.429695789680,0.000000000000,5
B,SDV-GaussianCopula,privacy_main,0.003056949979,0.002537468330,0.003576431628,0.000676919242,5
B,SDV-GaussianCopula,pearson_mad,0.031081046870,0.031081046870,0.031081046870,0.000000000000,5
B,SDV-GaussianCopula,mia_auc,0.000000000000,,,,1
B,SDV-GaussianCopula,knn_mia_auc,0.503056949979,0.502537468330,0.503576431628,0.000676919242,5
B,SDV-GaussianCopula,mia_adv_fix,0.500000000000,,,,1
B,SDV-GaussianCopula,knn_mia_adv_fix,0.003056949979,0.002537468330,0.003576431628,0.000676919242,5
B,SDV-GaussianCopula,privacy_adv_primary,0.003056949979,0.002537468330,0.003576431628,0.000676919242,5
B,SDV-TVAE,utility_main,0.480124223602,0.450712918473,0.510777764756,0.038671083694,5
B,SDV-TVAE,tstr_f1macro,0.476702876066,0.446541537844,0.507746804504,0.039715411334,5
B,SDV-TVAE,privacy_main,0.002552559434,0.001984189260,0.003195140760,0.000771697538,5
B,SDV-TVAE,pearson_mad,0.048764969555,0.048340085303,0.049243835292,0.000571651935,5
B,SDV-TVAE,mia_auc,0.000000000000,,,,1
B,SDV-TVAE,knn_mia_auc,0.501370670390,0.499143190084,0.502926550531,0.002528150514,5
B,SDV-TVAE,mia_adv_fix,0.500000000000,,,,1
B,SDV-TVAE,knn_mia_adv_fix,0.002552559434,0.001984189260,0.003195140760,0.000771697538,5
B,SDV-TVAE,privacy_adv_primary,0.002552559434,0.001984189260,0.003195140760,0.000771697538,5
C,DP-Diffusion,utility_main,0.850149731944,0.849005492476,0.851184028066,0.002225417292,15
C,DP-Diffusion,tstr_f1macro,0.842504515643,0.841648219748,0.843245620570,0.001632150141,15
C,DP-Diffusion,privacy_main,0.009377509367,0.006197450629,0.012876272410,0.006866079932,15
C,DP-Diffusion,pearson_mad,0.104423714830,0.104096312084,0.104742837143,0.000667270017,15
C,DP-Diffusion,mia_auc,0.501311177328,0.496424184453,0.506569126801,0.010140277887,15
C,DP-Diffusion,knn_mia_auc,0.497954575569,0.492552340639,0.504037215924,0.011699546888,15
C,DP-Diffusion,mia_adv_fix,0.007584099031,0.004627055302,0.011007143321,0.006560502576,15
C,DP-Diffusion,knn_mia_adv_fix,0.009377509367,0.006197450629,0.012876272410,0.006866079932,15
C,DP-Diffusion,privacy_adv_primary,0.009377509367,0.006197450629,0.012876272410,0.006866079932,15
C,DP-Diffusion+DP-CR,utility_main,0.850103903697,0.848899331935,0.851343241716,0.002519250778,15
C,DP-Diffusion+DP-CR,tstr_f1macro,0.843153316414,0.842527338727,0.843856417543,0.001352443732,15
C,DP-Diffusion+DP-CR,privacy_main,0.007065589831,0.004272123005,0.010141851439,0.006241845283,15
C,DP-Diffusion+DP-CR,pearson_mad,0.104423714830,0.104097882219,0.104754466510,0.000667270017,15
C,DP-Diffusion+DP-CR,mia_auc,,,,,0
C,DP-Diffusion+DP-CR,knn_mia_auc,0.501007402583,0.496335380737,0.505781773076,0.009558333503,15
C,DP-Diffusion+DP-CR,mia_adv_fix,,,,,0
C,DP-Diffusion+DP-CR,knn_mia_adv_fix,0.007065589831,0.004272123005,0.010141851439,0.006241845283,15
C,DP-Diffusion+DP-CR,privacy_adv_primary,0.007065589831,0.004272123005,0.010141851439,0.006241845283,15
C,SDV-CTGAN,utility_main,0.724146942742,0.708313678546,0.743728443933,0.022648375790,5
C,SDV-CTGAN,tstr_f1macro,0.739344526349,0.726621029022,0.754279985919,0.017498627220,5
C,SDV-CTGAN,privacy_main,0.008194947981,0.007756827474,0.008633068488,0.000581606554,5
C,SDV-CTGAN,pearson_mad,0.104120005082,0.101667896699,0.107090511660,0.003542059388,5
C,SDV-CTGAN,mia_auc,,,,,0
C,SDV-CTGAN,knn_mia_auc,0.508194947981,0.507756827474,0.508633068488,0.000581606554,5
C,SDV-CTGAN,mia_adv_fix,,,,,0
C,SDV-CTGAN,knn_mia_adv_fix,0.008194947981,0.007756827474,0.008633068488,0.000581606554,5
C,SDV-CTGAN,privacy_adv_primary,0.008194947981,0.007756827474,0.008633068488,0.000581606554,5
C,SDV-GaussianCopula,utility_main,0.799171535918,0.799171535918,0.799171535918,0.000000000000,5
C,SDV-GaussianCopula,tstr_f1macro,0.772227735105,0.772227735105,0.772227735105,0.000000000000,5
C,SDV-GaussianCopula,privacy_main,0.008470425589,0.008470425589,0.008470425589,0.000000000000,5
C,SDV-GaussianCopula,pearson_mad,0.051554415314,0.051554415314,0.051554415314,0.000000000000,5
C,SDV-GaussianCopula,mia_auc,,,,,0
C,SDV-GaussianCopula,knn_mia_auc,0.508470425589,0.508470425589,0.508470425589,0.000000000000,5
C,SDV-GaussianCopula,mia_adv_fix,,,,,0
C,SDV-GaussianCopula,knn_mia_adv_fix,0.008470425589,0.008470425589,0.008470425589,0.000000000000,5
C,SDV-GaussianCopula,privacy_adv_primary,0.008470425589,0.008470425589,0.008470425589,0.000000000000,5
C,SDV-TVAE,utility_main,0.771244948028,0.747366456094,0.795288184609,0.031891397407,5
C,SDV-TVAE,tstr_f1macro,0.780986570387,0.760112453674,0.801860687100,0.027345261649,5
C,SDV-TVAE,privacy_main,0.011247838851,0.011009343027,0.011510225845,0.000337995869,5
C,SDV-TVAE,pearson_mad,0.060975963537,0.056079158414,0.066014004555,0.006143069432,5
C,SDV-TVAE,mia_auc,,,,,0
C,SDV-TVAE,knn_mia_auc,0.511247838851,0.511009343027,0.511510225845,0.000337995869,5
C,SDV-TVAE,mia_adv_fix,,,,,0
C,SDV-TVAE,knn_mia_adv_fix,0.011247838851,0.011009343027,0.011510225845,0.000337995869,5
C,SDV-TVAE,privacy_adv_primary,0.011247838851,0.011009343027,0.011510225845,0.000337995869,5
