dataset,method,metric,mean,ci_lo,ci_hi,std,n
A,SDV-GaussianCopula,privacy_adv_primary,0.035774664896,0.035774664896,0.035774664896,0.000000000000,3
A,SDV-TVAE,utility_main,0.500000000000,0.500000000000,0.500000000000,0.000000000000,3
A,SDV-TVAE,tstr_f1macro,0.272000000000,0.272000000000,0.272000000000,0.000000000000,3
A,SDV-TVAE,privacy_main,0.035362073824,0.033419876826,0.036921869339,0.001782038456,3
A,SDV-TVAE,pearson_mad,0.385853563300,0.376769567426,0.396725997638,0.010097705720,3
A,SDV-TVAE,mia_auc,0.000000000000,0.000000000000,0.000000000000,0.000000000000,3
A,SDV-TVAE,knn_mia_auc,0.535362073824,0.533419876826,0.536921869339,0.001782038456,3
A,SDV-TVAE,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,3
A,SDV-TVAE,knn_mia_adv_fix,0.035362073824,0.033419876826,0.036921869339,0.001782038456,3
A,SDV-TVAE,privacy_adv_primary,0.035362073824,0.033419876826,0.036921869339,0.001782038456,3
B,DP-Diffusion,utility_main,0.500000000000,0.500000000000,0.500000000000,0.000000000000,4
B,DP-Diffusion,tstr_f1macro,0.331941544885,0.331941544885,0.331941544885,0.000000000000,4
B,DP-Diffusion,privacy_main,0.087625427246,0.042893455505,0.140471229553,0.077038601800,8
B,DP-Diffusion,pearson_mad,0.028260979846,0.028059013766,0.028577812131,0.000326397898,4
B,DP-Diffusion,mia_auc,0.490359897172,0.347686375321,0.568123393316,0.198815512019,8
B,DP-Diffusion,knn_mia_auc,0.587625427246,0.542893455505,0.640471229553,0.077038601800,8
B,DP-Diffusion,mia_adv_fix,0.115359897172,0.051413881748,0.229113110540,0.156284292416,8
B,DP-Diffusion,knn_mia_adv_fix,0.087625427246,0.042893455505,0.140471229553,0.077038601800,8
B,DP-Diffusion,privacy_adv_primary,0.087625427246,0.042893455505,0.140471229553,0.077038601800,8
B,DP-Diffusion+DP-CR,utility_main,0.494690954725,0.485793085179,0.502836139839,0.017682552189,16
B,DP-Diffusion+DP-CR,tstr_f1macro,0.405536231983,0.367479449409,0.441335877310,0.077787846515,16
B,DP-Diffusion+DP-CR,privacy_main,0.069854431152,0.028530437469,0.122164993286,0.101275365956,16
B,DP-Diffusion+DP-CR,pearson_mad,0.054226192985,0.034252765314,0.077788212584,0.047451014003,16
B,DP-Diffusion+DP-CR,mia_auc,0.886078911491,0.773791871282,0.971432133931,0.203407408016,16
B,DP-Diffusion+DP-CR,knn_mia_auc,0.569854431152,0.528530437469,0.622164993286,0.101275365956,16
B,DP-Diffusion+DP-CR,mia_adv_fix,0.386078911491,0.273791871282,0.471432133931,0.203407408016,16
B,DP-Diffusion+DP-CR,knn_mia_adv_fix,0.069854431152,0.028530437469,0.122164993286,0.101275365956,16
B,DP-Diffusion+DP-CR,privacy_adv_primary,0.069854431152,0.028530437469,0.122164993286,0.101275365956,16
B,SDV-CTGAN,utility_main,0.514453689597,0.483280596898,0.532989569905,0.027157316733,3
B,SDV-CTGAN,tstr_f1macro,0.475611853853,0.466456057216,0.492900608519,0.014981232530,3
B,SDV-CTGAN,privacy_main,0.016079101562,0.016052246094,0.016093750000,0.000023289531,3
B,SDV-CTGAN,pearson_mad,0.032588564049,0.031076835483,0.034837337545,0.001985641046,3
B,SDV-CTGAN,mia_auc,0.000000000000,0.000000000000,0.000000000000,0.000000000000,3
B,SDV-CTGAN,knn_mia_auc,0.516079101563,0.516052246094,0.516093750000,0.000023289531,3
B,SDV-CTGAN,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,3
B,SDV-CTGAN,knn_mia_adv_fix,0.016079101562,0.016052246094,0.016093750000,0.000023289531,3
B,SDV-CTGAN,privacy_adv_primary,0.016079101562,0.016052246094,0.016093750000,0.000023289531,3
B,SDV-GaussianCopula,utility_main,0.577385835384,0.577385835384,0.577385835384,0.000000000000,3
B,SDV-GaussianCopula,tstr_f1macro,0.571764192746,0.571764192746,0.571764192746,0.000000000000,3
B,SDV-GaussianCopula,privacy_main,0.016040852865,0.016015625000,0.016076660156,0.000031863236,3
B,SDV-GaussianCopula,pearson_mad,0.029732939870,0.029732939870,0.029732939870,0.000000000000,3
B,SDV-GaussianCopula,mia_auc,0.000000000000,0.000000000000,0.000000000000,0.000000000000,3
B,SDV-GaussianCopula,knn_mia_auc,0.516040852865,0.516015625000,0.516076660156,0.000031863236,3
B,SDV-GaussianCopula,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,3
B,SDV-GaussianCopula,knn_mia_adv_fix,0.016040852865,0.016015625000,0.016076660156,0.000031863236,3
B,SDV-GaussianCopula,privacy_adv_primary,0.016040852865,0.016015625000,0.016076660156,0.000031863236,3
B,SDV-TVAE,utility_main,0.521810747816,0.506191648111,0.531466072893,0.013651889718,3
B,SDV-TVAE,tstr_f1macro,0.521140066424,0.506172839506,0.530791788856,0.013142073951,3
B,SDV-TVAE,privacy_main,0.016026204427,0.015917968750,0.016096191406,0.000095068664,3
B,SDV-TVAE,pearson_mad,0.044875641856,0.044117822950,0.045554117212,0.000721426955,3
B,SDV-TVAE,mia_auc,0.000000000000,0.000000000000,0.000000000000,0.000000000000,3
B,SDV-TVAE,knn_mia_auc,0.516026204427,0.515917968750,0.516096191406,0.000095068664,3
B,SDV-TVAE,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,3
B,SDV-TVAE,knn_mia_adv_fix,0.016026204427,0.015917968750,0.016096191406,0.000095068664,3
B,SDV-TVAE,privacy_adv_primary,0.016026204427,0.015917968750,0.016096191406,0.000095068664,3
C,DP-Diffusion,utility_main,0.333333333333,0.333333333333,0.333333333333,0.000000000000,6
C,DP-Diffusion,tstr_f1macro,0.170542635659,0.170542635659,0.170542635659,0.000000000000,6
C,DP-Diffusion,privacy_main,0.499999999999,0.499999999999,0.499999999999,0.000000000000,7
C,DP-Diffusion,pearson_mad,0.100677298448,0.077668306257,0.112182022405,0.028180068968,6
C,DP-Diffusion,mia_auc,0.142857142857,0.000000000000,0.428571428571,0.377964473009,7
C,DP-Diffusion,knn_mia_auc,0.999999999999,0.999999999999,0.999999999999,0.000000000000,7
C,DP-Diffusion,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,7
C,DP-Diffusion,knn_mia_adv_fix,0.499999999999,0.499999999999,0.499999999999,0.000000000000,7
C,DP-Diffusion,privacy_adv_primary,0.499999999999,0.499999999999,0.499999999999,0.000000000000,7
C,DP-Diffusion+DP-CR,utility_main,0.332481060606,0.331107954545,0.333428030303,0.002487726222,16
C,DP-Diffusion+DP-CR,tstr_f1macro,0.172214464579,0.170303237574,0.174918256730,0.004965899136,16
C,DP-Diffusion+DP-CR,privacy_main,0.499999999999,0.499999999999,0.499999999999,0.000000000000,108
C,DP-Diffusion+DP-CR,pearson_mad,0.042739297754,0.042386212163,0.043062806786,0.000728500251,16
C,DP-Diffusion+DP-CR,mia_auc,0.851851851852,0.787037037037,0.916666666667,0.356902950625,108
C,DP-Diffusion+DP-CR,knn_mia_auc,0.999999999999,0.999999999999,0.999999999999,0.000000000000,108
C,DP-Diffusion+DP-CR,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,108
C,DP-Diffusion+DP-CR,knn_mia_adv_fix,0.499999999999,0.499999999999,0.499999999999,0.000000000000,108
C,DP-Diffusion+DP-CR,privacy_adv_primary,0.499999999999,0.499999999999,0.499999999999,0.000000000000,108
C,SDV-CTGAN,utility_main,0.333333333333,0.296212121212,0.355303030303,0.032328164081,3
C,SDV-CTGAN,tstr_f1macro,0.237900096653,0.169711934156,0.281568697410,0.059823829302,3
C,SDV-CTGAN,privacy_main,0.499999999999,0.499999999999,0.499999999999,0.000000000000,3
C,SDV-CTGAN,pearson_mad,0.064352204195,0.062399333822,0.066149083090,0.001879735327,3
C,SDV-CTGAN,mia_auc,1.000000000000,1.000000000000,1.000000000000,0.000000000000,3
C,SDV-CTGAN,knn_mia_auc,0.999999999999,0.999999999999,0.999999999999,0.000000000000,3
C,SDV-CTGAN,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,3
C,SDV-CTGAN,knn_mia_adv_fix,0.499999999999,0.499999999999,0.499999999999,0.000000000000,3
C,SDV-CTGAN,privacy_adv_primary,0.499999999999,0.499999999999,0.499999999999,0.000000000000,3
C,SDV-GaussianCopula,utility_main,0.333333333333,0.333333333333,0.333333333333,0.000000000000,3
C,SDV-GaussianCopula,tstr_f1macro,0.158730158730,0.158730158730,0.158730158730,0.000000000000,3
C,SDV-GaussianCopula,privacy_main,0.499999999999,0.499999999999,0.499999999999,0.000000000000,3
C,SDV-GaussianCopula,pearson_mad,0.077127272560,0.077127272560,0.077127272560,0.000000000000,3
C,SDV-GaussianCopula,mia_auc,1.000000000000,1.000000000000,1.000000000000,0.000000000000,3
C,SDV-GaussianCopula,knn_mia_auc,0.999999999999,0.999999999999,0.999999999999,0.000000000000,3
C,SDV-GaussianCopula,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,3
C,SDV-GaussianCopula,knn_mia_adv_fix,0.499999999999,0.499999999999,0.499999999999,0.000000000000,3
C,SDV-GaussianCopula,privacy_adv_primary,0.499999999999,0.499999999999,0.499999999999,0.000000000000,3
C,SDV-TVAE,utility_main,0.324242424242,0.315151515152,0.333333333333,0.009090909091,3
C,SDV-TVAE,tstr_f1macro,0.167730407088,0.158730158730,0.176100628931,0.008702356509,3
C,SDV-TVAE,privacy_main,0.499999999999,0.499999999999,0.499999999999,0.000000000000,3
C,SDV-TVAE,pearson_mad,0.162524645112,0.138235954434,0.177801201899,0.021266549313,3
C,SDV-TVAE,mia_auc,1.000000000000,1.000000000000,1.000000000000,0.000000000000,3
C,SDV-TVAE,knn_mia_auc,0.999999999999,0.999999999999,0.999999999999,0.000000000000,3
C,SDV-TVAE,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,3
C,SDV-TVAE,knn_mia_adv_fix,0.499999999999,0.499999999999,0.499999999999,0.000000000000,3
C,SDV-TVAE,privacy_adv_primary,0.499999999999,0.499999999999,0.499999999999,0.000000000000,3
