dataset,method,epsilon,repaired_flag,n_rows,n_both,n_exact_equal,frac_exact_equal,n_near_equal,frac_near_equal,mia_mean,knn_mean,delta_abs_mean,delta_abs_median
A,DP-Diffusion,0.700000000000,,3.000000000000,3.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.469896964634,0.540001207584,0.081396491605,0.112729944049
A,DP-Diffusion,3.000000000000,,3.000000000000,3.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.466666666667,0.536036308014,0.086436823250,0.113599404259
A,SDV-CTGAN,,,3.000000000000,3.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.535432516202,0.535432516202,0.536136939983
A,SDV-GaussianCopula,,,3.000000000000,3.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.535774664896,0.535774664896,0.535774664896
A,SDV-TVAE,,,3.000000000000,3.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.535362073824,0.535362073824,0.535744475305
B,DP-Diffusion,0.700000000000,,3.000000000000,3.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.563838903170,0.597089029948,0.079851388024,0.045384455585
B,DP-Diffusion,3.000000000000,,3.000000000000,3.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.552699228792,0.593012695313,0.040313466521,0.008229359134
B,SDV-CTGAN,,,3.000000000000,3.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.516079101563,0.516079101563,0.516091308594
B,SDV-GaussianCopula,,,3.000000000000,3.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.516040852865,0.516040852865,0.516030273437
B,SDV-TVAE,,,3.000000000000,3.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.516026204427,0.516026204427,0.516064453125
A,DP-Diffusion,1.000000000000,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.517389204202,0.482610795798,0.482610795798
A,DP-Diffusion,5.000000000000,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.600000000000,0.527080062794,0.072919937206,0.072919937206
B,DP-Diffusion,1.000000000000,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.530798339844,0.530798339844,0.530798339844
B,DP-Diffusion,5.000000000000,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.573264781491,0.599899902344,0.026635120853,0.026635120853
C,DP-Diffusion,0.500000000000,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.999999999999,0.999999999999,0.999999999999
C,DP-Diffusion,0.700000000000,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.999999999999,0.999999999999,0.999999999999
C,DP-Diffusion,3.000000000000,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.999999999999,0.999999999999,0.999999999999
C,DP-Diffusion,4.000000000000,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.999999999999,0.999999999999,0.999999999999
C,DP-Diffusion,5.000000000000,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.999999999999,0.999999999999,0.999999999999
