dataset,method,metric,mean,ci_lo,ci_hi,std,n
B,DP-Diffusion+DP-CR,knn_mia_auc,0.501439347779,0.500474657493,0.502358788511,0.000942880196,3
B,DP-Diffusion+DP-CR,mia_adv_fix,0.001483266224,0.000280547942,0.002781895507,0.001253428937,3
B,DP-Diffusion+DP-CR,knn_mia_adv_fix,0.001439347779,0.000474657493,0.002358788511,0.000942880196,3
B,DP-Diffusion+DP-CR,privacy_adv_primary,0.742851184747,0.742526063641,0.743176068948,0.000456821874,6
B,SDV-CTGAN,utility_main,0.511934059924,0.496023282159,0.525336927224,0.019820552260,5
B,SDV-CTGAN,tstr_f1macro,0.502652714237,0.480723657869,0.523165581477,0.028609643610,5
B,SDV-CTGAN,privacy_main,,,,,0
B,SDV-CTGAN,pearson_mad,0.038968147145,0.037622197936,0.040560592531,0.001902718702,5
B,SDV-CTGAN,mia_auc,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2
B,SDV-CTGAN,knn_mia_auc,0.502422033890,0.501255455531,0.503826583285,0.001623675226,5
B,SDV-CTGAN,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,2
B,SDV-CTGAN,knn_mia_adv_fix,0.002422033890,0.001255455531,0.003826583285,0.001623675226,5
B,SDV-CTGAN,privacy_adv_primary,,,,,0
B,SDV-GaussianCopula,utility_main,0.454509941795,0.454509941795,0.454509941795,0.000000000000,5
B,SDV-GaussianCopula,tstr_f1macro,0.409544008484,0.409544008484,0.409544008484,0.000000000000,5
B,SDV-GaussianCopula,privacy_main,,,,,0
B,SDV-GaussianCopula,pearson_mad,0.031081046870,0.031081046870,0.031081046870,0.000000000000,5
B,SDV-GaussianCopula,mia_auc,0.000000000000,,,,1
B,SDV-GaussianCopula,knn_mia_auc,0.503056949979,0.502537468330,0.503576431628,0.000676919242,5
B,SDV-GaussianCopula,mia_adv_fix,0.500000000000,,,,1
B,SDV-GaussianCopula,knn_mia_adv_fix,0.003056949979,0.002537468330,0.003576431628,0.000676919242,5
B,SDV-GaussianCopula,privacy_adv_primary,,,,,0
B,SDV-TVAE,utility_main,0.481636001406,0.457971014493,0.507965154889,0.032368845901,5
B,SDV-TVAE,tstr_f1macro,0.470750383647,0.449694763783,0.498715350313,0.033256517196,5
B,SDV-TVAE,privacy_main,,,,,0
B,SDV-TVAE,pearson_mad,0.048764969555,0.048340085303,0.049243835292,0.000571651935,5
B,SDV-TVAE,mia_auc,0.000000000000,,,,1
B,SDV-TVAE,knn_mia_auc,0.501370670390,0.499087833623,0.502906311928,0.002528150514,5
B,SDV-TVAE,mia_adv_fix,0.500000000000,,,,1
B,SDV-TVAE,knn_mia_adv_fix,0.002552559434,0.001984189260,0.003117531409,0.000771697538,5
B,SDV-TVAE,privacy_adv_primary,,,,,0
B,UNKNOWN,utility_main,0.492909879292,0.471522325091,0.507207312786,0.023160635679,5
B,UNKNOWN,tstr_f1macro,0.392272488064,0.334719334719,0.460207338006,0.081735217690,5
B,UNKNOWN,privacy_main,,,,,0
B,UNKNOWN,pearson_mad,0.035430827268,0.028703047493,0.043351292817,0.009561148615,5
B,UNKNOWN,mia_auc,,,,,0
B,UNKNOWN,knn_mia_auc,0.498581572492,0.495899937634,0.501263207350,0.003472331409,5
B,UNKNOWN,mia_adv_fix,,,,,0
B,UNKNOWN,knn_mia_adv_fix,0.003122675130,0.002083690316,0.004429611090,0.001543739356,5
B,UNKNOWN,privacy_adv_primary,,,,,0
C,DP-Diffusion,utility_main,0.333333333333,0.333333333333,0.333333333333,0.000000000000,7
C,DP-Diffusion,tstr_f1macro,0.170542635659,0.170542635659,0.170542635659,0.000000000000,7
C,DP-Diffusion,privacy_main,5.111692849070,5.107988751525,5.116411526129,0.005931731878,7
C,DP-Diffusion,pearson_mad,0.092197024721,0.071949256919,0.112181910684,0.034134570013,7
C,DP-Diffusion,mia_auc,0.142857142857,0.000000000000,0.428571428571,0.377964473009,7
C,DP-Diffusion,knn_mia_auc,,,,,0
C,DP-Diffusion,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,7
C,DP-Diffusion,knn_mia_adv_fix,,,,,0
C,DP-Diffusion,privacy_adv_primary,5.111692849070,5.107988751525,5.116411526129,0.005931731878,7
C,DP-Diffusion+DP-CR,utility_main,0.340530303030,0.334399551066,0.346984076880,0.023967833633,54
C,DP-Diffusion+DP-CR,tstr_f1macro,0.221296179538,0.208655738774,0.234493785888,0.048972000177,54
C,DP-Diffusion+DP-CR,privacy_main,0.816877951925,0.815755711194,0.818093772800,0.004528227342,54
C,DP-Diffusion+DP-CR,pearson_mad,0.042744340022,0.042541286474,0.042943111551,0.000754634607,54
C,DP-Diffusion+DP-CR,mia_auc,0.851851851852,0.759259259259,0.944444444444,0.358582503199,54
C,DP-Diffusion+DP-CR,knn_mia_auc,,,,,0
C,DP-Diffusion+DP-CR,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,54
C,DP-Diffusion+DP-CR,knn_mia_adv_fix,,,,,0
C,DP-Diffusion+DP-CR,privacy_adv_primary,0.816877951925,0.815755711194,0.818093772800,0.004528227342,54
C,SDV-CTGAN,utility_main,0.333333333333,0.296212121212,0.355303030303,0.032328164081,3
C,SDV-CTGAN,tstr_f1macro,0.237900096653,0.169711934156,0.281568697410,0.059823829302,3
C,SDV-CTGAN,privacy_main,,,,,0
C,SDV-CTGAN,pearson_mad,0.064352204195,0.062399333822,0.066149083090,0.001879735327,3
C,SDV-CTGAN,mia_auc,1.000000000000,1.000000000000,1.000000000000,0.000000000000,3
C,SDV-CTGAN,knn_mia_auc,,,,,0
C,SDV-CTGAN,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,3
C,SDV-CTGAN,knn_mia_adv_fix,,,,,0
C,SDV-CTGAN,privacy_adv_primary,,,,,0
C,SDV-GaussianCopula,utility_main,0.333333333333,0.333333333333,0.333333333333,0.000000000000,3
C,SDV-GaussianCopula,tstr_f1macro,0.158730158730,0.158730158730,0.158730158730,0.000000000000,3
C,SDV-GaussianCopula,privacy_main,,,,,0
C,SDV-GaussianCopula,pearson_mad,0.077127272560,0.077127272560,0.077127272560,0.000000000000,3
C,SDV-GaussianCopula,mia_auc,1.000000000000,1.000000000000,1.000000000000,0.000000000000,3
C,SDV-GaussianCopula,knn_mia_auc,,,,,0
C,SDV-GaussianCopula,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,3
C,SDV-GaussianCopula,knn_mia_adv_fix,,,,,0
C,SDV-GaussianCopula,privacy_adv_primary,,,,,0
C,SDV-TVAE,utility_main,0.324242424242,0.315151515152,0.333333333333,0.009090909091,3
C,SDV-TVAE,tstr_f1macro,0.167730407088,0.158730158730,0.176100628931,0.008702356509,3
C,SDV-TVAE,privacy_main,,,,,0
C,SDV-TVAE,pearson_mad,0.162524645112,0.138235954434,0.177801201899,0.021266549313,3
C,SDV-TVAE,mia_auc,1.000000000000,1.000000000000,1.000000000000,0.000000000000,3
C,SDV-TVAE,knn_mia_auc,,,,,0
C,SDV-TVAE,mia_adv_fix,0.500000000000,0.500000000000,0.500000000000,0.000000000000,3
C,SDV-TVAE,knn_mia_adv_fix,,,,,0
C,SDV-TVAE,privacy_adv_primary,,,,,0
